project_ID,NBS_group,NBS_activity,NBS_group2,NBS_activity2,methodology,registry,LU,area,directArea,credit_length,totalERs,coords,mulitpleLocations,LUCdate,previousLU,KML,costs_deploy,costs_deploy_detail,costs_manage,costs_manage_detail,costs_monitor,costs_monitor_detail,LAT,LON,description,notes,project_name,project_proponent,validator,validation_date,verfier1,verification_date1,country,sectoral_scope,estimated_annual_emission_reductions,active_CCB_status,CCB_yes,reference,shell_review,shell_review_date,shell_review_person,shell_decision,shell_reason,shell_volume_date,shell_volume_purchase,shell_volume_retired
VCS1384,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,660820.00,1,30,41579156.00,"17.211481, -89.631842",0,NA,NONE,1,,,,,,,17.211481, -89.631842,"The project avoids deforestation of 660,820 ha of forest in Guatemala",Avoided deforestation,Reduced Emissions from Avoided Deforestation in the Multiple Use Zone of the Maya Biosphere Reserve in Guatemala (GuateCarbon),Consejo Nacional de √Åreas Protegidas (CONAP),"AENOR Internacional, S.A.U.",2015-11-10,,2017-06-08,Guatemala,"14. Agriculture, Forestry, Land Use",1385971,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19267,1,,,HOLD,,,,
VCS1389,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,140870.00,1,30,10535712.00,"1.819172, -78.541096",1,NA,NONE,1,,,,,,,1.819172, -78.541096,"The project mitigates climate change, protects rich biodiversity, and generates sources of income for poor communities, through forest governance, capacity building, and productive activities that will prevent selective logging of native forests, avoiding degradation and deforestation.",Avoided deforestation,Acapa -¬≠ Bajo Mira Y Frontera REDD+ Project,MULTIPLE PROJECT PROPONENTS,"Rainforest Alliance, Inc.",2015-04-21,,,Colombia,"14. Agriculture, Forestry, Land Use",404786,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20393,0,,,,,,,
VCS1390,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,118318.00,1,30,12391716.00,"6.799492, -77.185938",0,NA,NONE,1,,,,,,,6.799492, -77.185938,"The project is to prevent deforestation and is estimated to generate approximately 12,391,716 VCUs over 30 years",Avoided deforestation,Carmen del Dari√©n (CDD) REDD+ Project,MULTIPLE PROJECT PROPONENTS,"Rainforest Alliance, Inc.",2015-04-22,,,Colombia,"14. Agriculture, Forestry, Land Use",462190,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20958,0,,,,,,,
VCS1391,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,47667.00,1,30,7917741.00,"5.128236, -77.380168",1,NA,NONE,1,,,,,,,5.128236, -77.380168,The Project is to prevent deforestation of forest in Western Colombia,Avoided deforestation,SUPP REDD+ Project,MULTIPLE PROJECT PROPONENTS,,2015-04-21,,,Colombia,"14. Agriculture, Forestry, Land Use",312078,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20380,0,,,,,,,
VCS1392,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,60316.00,1,30,7358393.00,"3.307219, -77.105727",0,NA,NONE,1,,,,,,,3.307219, -77.105727,"Project to mitigate climate change, protect rich biodiversity, and generate sources of income for poor communities, through forest governance, capacity building, and productive activities that will prevent selective logging of native forests, avoiding degradation and deforestation.",Avoided deforestation,Cajambre REDD+ Project,Consejo Comunitario de Cajambre,,,,,Colombia,"14. Agriculture, Forestry, Land Use",297488,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20315,0,,,,,,,
VCS1395,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,83452.00,1,30,13031611.00,"4.040287, -76.983466",0,NA,NONE,1,,,,,,,4.040287, -76.983466,"Project to mitigate climate change, protect rich biodiversity, and generate sources of income for poor communities, through forest governance, capacity building, and productive activities that will prevent selective logging of native forests, avoiding degradation and deforestation.",Avoided deforestation,Bajo Calima y Bah√≠a M√°laga (BCBM) REDD+ Project,MULTIPLE PROJECT PROPONENTS,,,,,Colombia,"14. Agriculture, Forestry, Land Use",498719,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/22544,0,,,,,,,
VCS1396,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,48177.00,1,30,6135587.00,"5.119255, -76.930752",1,NA,NONE,1,,,,,,,5.119255, -76.930752,"REDD Project to prevent selective logging of native forests, avoiding degradation and deforestation.",Avoided deforestation,Rio Pepe y ACABA REDD+ Project,MULTIPLE PROJECT PROPONENTS,"Rainforest Alliance, Inc.",2015-04-22,,,Colombia,"14. Agriculture, Forestry, Land Use",224050,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20706,0,,,,,,,
VCS1397,Forest,NovoForest_Afforestation,Forest,Afforestation,AR-AMS0007,Markit,Mixed,5000.00,1,35,1384302.00,"-7.833128, -77.788723",1,,,1,,,,,,,-7.833128, -77.788723,The project develops cooperative enterprises comprised of local producers to establish 5000 ha of new pine and eucalyptus plantations on high altitude Andean pastures that were previously traditional land use schemes of low productivity animal husbandry.,Commercial plantations on degraded land,Reforestation of pasture lands on the Peruvian Northern Andes ‚Äì ‚ÄúForestry PRODICOM‚Äù Grouped Project,MULTIPLE PROJECT PROPONENTS,Ecocert S.A.,2015-04-17,,,Peru,"14. Agriculture, Forestry, Land Use",39551,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17608,0,,,,,,,
VCS1398,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Hardwoods,51892.00,1,30,5735413.00,"14.397875, 106.140088",0,NA,NONE,1,,,,,,,14.397875, 106.140088,The main objective of the project is to provide sustainable long-term finance for an effective management of the Xe Pian NPA in order to avoid deforestation and enhance carbon stocks.,Avoided deforestation,Reducing Emissions from Deforestation and Carbon Enhancement in Xe Pian National Protected Area,Provincial Office of Agriculture and Forestry (PAFO),,,,,Laos,"14. Agriculture, Forestry, Land Use",64981,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/28819,0,,,,,,,
VCS1399,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,34288.00,1,30,4241776.00,"7.165153, -76.464880",1,NA,NONE,1,,,,,,,7.165153, -76.464880,Project to promoting of avoiding degradation and deforestation,Avoided deforestation,Mutat√° REDD+ Project,Cabildo Mayor Ind√≠gena de Mutat√°,,,,,Colombia,"14. Agriculture, Forestry, Land Use",156476,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27662,0,,,,,,,
VCS1400,Forest,AvoiForest_REDD,Forest,REDD,VM0006,Markit,Hardwoods,54623.00,1,30,8272143.00,"4.481414, -77.333995",1,NA,NONE,1,,,,,,,4.481414, -77.333995,The Project is to prevent deforestation of forest in Western Colombia,Avoided deforestation,Concosta REDD+ Project,Consejo Comunitario de Concosta,"Rainforest Alliance, Inc.",2015-04-23,,,Colombia,"14. Agriculture, Forestry, Land Use",333978,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20401,0,,,,,,,
VCS1403,Forest,AvoiForest_REDD,Forest,REDD,VM0007,Markit,Hardwoods,71.50,1,20,25306.00,"-26.921057, -55.971129",0,NA,REDD,1,,,,,,,-26.921057, -55.971129,"The project goal is to conserve the Atlantic Forest in Eastern Paraguay through payments for forest conservation to small holders, with initial annual average GHG emission reductions estimated to be 1,265 tC02e while total GHG emission reductions are estimated to be 25,306 tC02e.",Avoided deforestation,"The Paraguay Forest Conservation Project ‚Äì Reduction of GHG Emissions from Deforestation and Forest Degradation in the Parana Atlantic Ecosystem ‚Äì Forest Protection in the La Amistad Community, San Rafael",Swire Pacific Offshore Operations (Pte) Ltd. (SPO),T‹V S‹D South Asia Private Limited,2015-10-28,T‹V S‹D South Asia Private Limited,2016-02-12,Paraguay,"14. Agriculture, Forestry, Land Use",1265,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19059,0,,,,,,,
VCS1408,Forest,AvoiForest_REDD,Forest,REDD,VM0009,Markit,Hardwoods,410533.00,1,30,37765494.00,"-2.804957, 37.686922",0,NA,NONE,1,,,,,,,-2.804957, 37.686922,"The project avoids deforestation of 410,533 ha of forest in Kenya",Avoided deforestation,Chyulu Hills REDD+ Project,Chyulu Hills Conservation Trust,SCS Global Services,2015-08-17,SCS Global Services,2017-06-27,Kenya,"14. Agriculture, Forestry, Land Use",1100943,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20659,1,,,Approved,,,,
VCS1414,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-AM0007,Markit,Hardwoods,291.93,1,30,130108.00,"16.410785, -96.482137",1,2013,Pasture,1,,,,,,,16.410785, -96.482137,"Working with Rainforest Alliance certified coffee producers the project uses native trees with the aim of enhancing forest carbon stocks in eligible areas over a period of 30 years, while promoting sustainable coffee production.",Adds trees to agricutlure,Sustainable Climate-Friendly Coffee (CO2 Coffee),MULTIPLE PROJECT PROPONENTS,"AENOR Internacional, S.A.U.",2015-11-10,,,Mexico,"14. Agriculture, Forestry, Land Use",4337,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/18531,0,,,,,,,
VCS1429,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,"Melina, Cocoa and Plantain",218.78,1,100,74555.27,"8.300721, -76.424248",1,,,1,,,,,,,8.300721, -76.424248,"The grouped project proposes the recovery of degraded areas in Colombia by implementing agroforestry, silvopastoral and assisted natural regeneration systems, mixed-species plantations or any kind of land use multipurpose systems.",Mixed restoration on degraded land,Recovery of degraded areas with agroforestry systems in Colombia,MULTIPLE PROJECT PROPONENTS,Colombian Institute for Technical Standards and Certification (ICONTEC),2015-07-15,,,Colombia,"14. Agriculture, Forestry, Land Use",746,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/18497,0,,,,,,,
VCS1434,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,Markit,Hardwoods,680.84,1,100,178067.81,"6.231972, -75.568278",1,,,1,,,,,,,6.231972, -75.568278,"The project is based in the establishment of forest plantations, silvopastoral systems and assisted models for natural regeneration in areas of grasslands and stubbles in the Municipality of Medellin, department of Antioquia.",Mixed restoration on degraded land,Forestry Project: More Forests for Medellin,SecretarÌa del Medio Ambiente del Municipio de MedellÌn,Colombian Institute for Technical Standards and Certification (ICONTEC),,,,Colombia,"14. Agriculture, Forestry, Land Use",1781,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/17882,0,,,,,,,
VCS1463,Blue,RestMangrove,Blue,MangReforest,AR-AM0014,APX,Mangrove,4623.98,1,20,1024976.00,"22.006172, 88.601292",0,NA,NONE,1,,,,,,,22.006172, 88.601292,This reforestation project is a community initiative aiming to provide a new financing mechanism to overcome the current barriers to contribute positively to wetland restoration through mangrove reforestation.,Mangrove reforestation,India Sunderbans Mangrove Restoration,Livelihoods Fund,,,,,India,"14. Agriculture, Forestry, Land Use",51249,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/18008,0,,,,,,,
VCS1477,Wetland,AvoiPeatland,Wetland,Peatland,VM0007,APX,Peatland,149800.00,1,60,496789755.00,"-2.617447, 113.144696",0,NA,NONE,1,,,,,,,-2.617447, 113.144696,"The Katingan Restoration and Conservation Project (ëThe Katingan Projectí) protects and restores 149,800 hectares of peatland ecosystems, to offer local communities sustainable sources of income, and to tackle global climate change.",Protecting peatland,Katingan Peatland Restoration and Conservation Project,PT. Rimba Makmur Utama (PT. RMU),,,,,Indonesia,"14. Agriculture, Forestry, Land Use",7451846,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/22577,1,,,Approved,,,,
VCS1493,Blue,RestMangrove,Blue,MangReforest,AR-AM0014,APX,Mangroves,5000.00,1,20,2494121.00,"4.645594, 97.590323",0,2011,Degraded,0,,,,,,,4.645594, 97.590323,"By helping to ensure that the mangrove and more generally the coastal green-belt are well maintained, the project will support Sumatraís future ecological, social and economic development.",Mangrove reforestation,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Livelihoods Fund,SCS Global Services,2015-12-22,SCS Global Services,2015-12-22,Indonesia,"14. Agriculture, Forestry, Land Use",124706,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/18873,0,,,,,,,
VCS1496,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-AMS0007,Markit,Hardwoods,1602.00,1,60,269078.00,"-7.073687, -76.796916",1,1990,Agriculture,1,,,,,,,-7.073687, -76.796916,The purpose of the project is to reforest this land and promote sustainable agroforestry in association with small-scale farmers located in the Andean Amazon region of the Yungas Peruanas. Reforestation by 1619 farmers on land parcels <20 ha that were deforested >10 years ago.,Reforesting Ag and abandoned land,Jubilaci√≥n Segura : Agroforestry And Reforestation With Smallscale Farmers in Peru,Pur Projet,Ecocert S.A.,2016-01-12,Ecocert S.A.,2016-02-09,Peru,"14. Agriculture, Forestry, Land Use",4485,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19325,0,,,,,,,
VCS1503,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,94289.00,1,30,12428713.00,"-8.860682, -62.299153",0,NA,NONE,1,,,,,,,-8.860682, -62.299153,The main goal of Resex Rio Preto-Jacund· REDD+ Project is the promotion of the sustainability of the exctractive community by reducing forest degradation and unplanned and illegal deforestation and consequent emission of greenhouse gases (GHG),Avoided deforestation,Resex Rio Preto-Jacund√° REDD+ Project,MULTIPLE PROJECT PROPONENTS,"Rainforest Alliance, Inc.",2016-06-14,"Rainforest Alliance, Inc.",2016-06-20,Brazil,"14. Agriculture, Forestry, Land Use",414290,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/29356,0,,,,,,,
VCS1529,Forest,AvoiForest_REDD,Forest,REDD,VM0010,APX,Hardwoods,11010.00,1,20,1800701.00,"47.536170, 120.060693",1,2010,Commerical Forest,1,,,,,,,47.536170, 120.060693,"The main object of the project is to improve the forest coverage rate, protect local ecological environment, reduce carbon emissions and carbon sequestration by enhance the management level and converse logged to protected forest within the project area.",Avoided deforestation,Inner Mongolia Chao‚Äôer Improved Forest Management Project,"Chao‚Äôer Forest Bureau of Inner Mongolia Autonomous Region, P.R.China","China Environmental United Certification Center Co., Ltd. (CEC)",2016-01-13,"China Environmental United Certification Center Co., Ltd. (CEC)",2016-01-13,China,"14. Agriculture, Forestry, Land Use",90035,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19455,0,,,,,,,
VCS1530,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,Markit,Hardwoods,12172.00,1,30,1185191.26,"5.540990, -68.306977",1,,,1,,,,,,,5.540990, -68.306977,"The project is expected to reforest around 8,700 ha with commercial plantations, using Acacia, Eucalyptus, Pinus and 25 other native species as well as rubber. It is expected to capture 1,185,191 tCO2e over 30 years.",Commercial plantations on degraded land,Grouped Project for Commercial Forest Plantations Initiatives in the Department of Vichada,Fundaci√≥n Natura,Colombian Institute for Technical Standards and Certification (ICONTEC),2016-05-31,,,Colombia,"14. Agriculture, Forestry, Land Use",39506,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19508,0,,,,,,,
VCS1532,Forest,AvoiForest_REDD,Forest,REDD,"VM0015, VM0017",Markit,Hardwoods,116629.00,1,20,2440933.00,"-11.928079, 33.198685",1,NA,NONE,1,,,,,,,-11.928079, 33.198685,The COMACO Landscape Management Project (CLMP) promotes sustainable agriculture and forest conservation.,Avoided deforestation,COMACO Landscape Management Project,Community Markets for Conservation (COMACO),SCS Global Services,2017-08-28,SCS Global Services,2017-08-28,Zambia,"14. Agriculture, Forestry, Land Use",122047,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/28575,0,,,,,,,
VCS1538,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Rubber,10000.00,1,56,1065261.82,"14.432864, -91.285319",1,,Grazing,1,,,,,,,14.432864, -91.285319,"The project activity is reforestation with rubber tree forests along the Guatemalan region of Central America. The initial instance aims to plant at least 10,000 ha and reduce GHG emissions by 1,065,262 tCO2e over the 56 year crediting period.",Reforesting Ag and abandoned land,ECO2 Rubber Forests Guatemala,"Produccion, Industrializacion, Comercializacion y Asesor√≠a de Hule Natural, S.A.",,,,,Guatemala,"14. Agriculture, Forestry, Land Use",19022,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/20758,0,,,,,,,
VCS1541,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Hardwoods,45288.00,1,30,7166267.00,"16.641156, -90.560063",0,NA,NONE,1,,,,,,,16.641156, -90.560063,The LacandÛn ñ Forest for Life (Bosques para la Vida) REDD+ Project focuses on reduce deforestation that is being exerte by different agents on the forest region by improving living condition of the communities,Avoided deforestation,Lacandon ‚Äì Forest for life REDD+ Project,MULTIPLE PROJECT PROPONENTS,"AENOR Internacional, S.A.U.",2016-08-06,"AENOR Internacional, S.A.U.",2016-11-02,Guatemala,"14. Agriculture, Forestry, Land Use",238875,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/21509,0,,,,,,,
VCS1542,Forest,AvoiForest_REDD,Forest,REDD,VM0010,APX,Mixed,6879.20,1,20,821001.00,"25.833333, 103.083333",1,,Forest,1,,,,,,,25.833333, 103.083333,The project avoids the harvesting of 6879 ha of native broadleaf and pine forest that was initially marked for commercial timber production from 2011 onwards.,Avoided deforestation,Yunnan Kunming Liangqu Improved Forest Management Project,"Kunming Yuming Investment Development Co., Ltd.","China Environmental United Certification Center Co., Ltd. (CEC)",2016-03-22,"China Environmental United Certification Center Co., Ltd. (CEC)",2016-08-01,China,"14. Agriculture, Forestry, Land Use",54734,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/19379,0,,,,,,,
VCS1543,Forest,NovoForest_Afforestation,Forest,Afforestation,AR-ACM0003,APX,Eucalyptus,3017.00,1,60,689950.00,"-33.510714, -55.297773",1,,,1,,,,,,,-33.510714, -55.297773,"This is an afforestation project on extensive cattle grazing pastures areas using exotic species (Eucalyptus grandis and dunnii) aiming to produce high quality logs across a total area of 9,528 ha, planting on 3,147 ha to remove 785,745 tCO2 in 60 years.",Afforest grazed lands,Bosques del Uruguay Afforestation through High Quality Timber in Grasslands Project,Agroempresa Forestal S.A.,"AENOR Internacional, S.A.U.",2017-05-17,,,Uruguay,"14. Agriculture, Forestry, Land Use",11499,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27578,0,,,,,,,
VCS1558,Agriculture,RestAgriculture_Agroforestry,Agriculture,APlanting,AR-ACM0003,APX,Mixed,1757.59,1,30,1184981.42,"15.583370, -88.703890",1,,,1,,,,,,,15.583370, -88.703890,"The project will establish 4,000 hectares of Agroforestry Systems and Forest Plantations in community lands surrounding the remaining rainforests of this key protected area in Caribbean Guatemala",Adds trees to agricutlure,"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala",Livelihoods Fund,SCS Global Services,2016-11-17,SCS Global Services,2016-11-17,Guatemala,"14. Agriculture, Forestry, Land Use",39499,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/23415,0,,,,,,,
VCS1566,Forest,AvoiForest_REDD,Forest,REDD,VM0007,APX,Hardwoods,1150212.00,1,30,108670562.00,"4.251069, -68.395359",0,NA,NONE,1,,,,,,,4.251069, -68.395359,The Project seeks to establish  a management system for the forests and lands of the Indigenous Reservation that avoid defforestation and promote conservation of carbon.,Avoided deforestation,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),MULTIPLE PROJECT PROPONENTS,,,,,Colombia,"14. Agriculture, Forestry, Land Use",3622352,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/28154,0,,,,,,,
VCS1571,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,74038.00,1,30,8378697.00,"-8.978506, -62.575216",0,NA,NONE,1,,,,,,,-8.978506, -62.575216,The Project is to prevent deforestation of forest in Western Brazil covering 47038 hectares,Avoided deforestation,Manoa REDD+ Project,MULTIPLE PROJECT PROPONENTS,"Rainforest Alliance, Inc.",2017-09-02,"Rainforest Alliance, Inc.",,Brazil,"14. Agriculture, Forestry, Land Use",279290,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/29134,0,,,,,,,
VCS1577,Forest,AvoiForest_REDD,Forest,REDD,VM0010,APX,Hardwoods,7186.00,1,20,1401653.00,"25.988346, 117.371045",1,2011,Commercial Forest,1,,,,,,,25.988346, 117.371045,The project is the protection of a forest that was previously used for commerical timber production,Avoided deforestation,Fujian Yong‚Äôan Improved Forest Management Project,"Yong‚Äôan Forestry Bureau of Fujian province, P.R.China","China Environmental United Certification Center Co., Ltd. (CEC)",2016-06-12,"China Environmental United Certification Center Co., Ltd. (CEC)",2016-08-02,China,"14. Agriculture, Forestry, Land Use",70082,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/23058,0,,,,,,,
VCS1622,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,122448.00,1,30,17921895.00,"15.223320, -88.895117",0,NA,NONE,1,,,,,,,15.223320, -88.895117,The project aims to reduce deforestation of ???? ha of forest in Guatemala.,Avoided deforestation,REDD+ Project for Caribbean Guatemala: The Conservation Coast,Fundacion para el Ecodesarrollo y la Conservacion (FUNDAECO),"AENOR Internacional, S.A.U.",2017-03-29,"AENOR Internacional, S.A.U.",2017-12-11,Guatemala,"14. Agriculture, Forestry, Land Use",728161,Verification approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27125,1,,,Approved,,,,
VCS1650,Forest,AvoiForest_REDD,Forest,REDD,VM0015,Markit,Hardwoods,166983.00,1,60,14266485.00,"12.324433, 106.683066",0,NA,NONE,1,,,,,,,12.324433, 106.683066,"The project avoids deforestation of 166,983 ha of forest in Cambodia",Avoided deforestation,Reduced Emissions from Deforestation and Degradation in Keo Seima Wildlife Sanctuary,"Royal Government of Cambodia (RGC), Ministry of Environment",,,,,Cambodia,"14. Agriculture, Forestry, Land Use",1426648,"Verified, under verification",1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27555,1,,,HOLD,,,,
VCS1663,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Eucalyptus,286.94,1,30,581400.32,"-20.721595, -54.301358",0,,Grazing,1,,,,,,,-20.721595, -54.301358,The project is reforesting lands cleared and degraded due to years of cattle grazing.,Reforest degraded land,Fazenda Sao Paulo Agroforestry,Carbon Credits Consulting S.r.l.,,,,,Brazil,"14. Agriculture, Forestry, Land Use",19380,Under verification,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/31972,0,,,,,,,
VCS1664,Forest,RestForest_Natural-Management,Forest,FManagement,VM0010,Markit,Hardwoods,6690.77,1,20,1754819.00,"22.068809, 101.103051",1,2010,Plantation,1,,,,,,,22.068809, 101.103051,"The project manages 6690 ha of mostly broadleaf forest that was originally logged. Main aims are to increase forest cover over a 20-year crediting period to reduce emissions by 2,339,759 tCO2e (although only 1,754,819 tCO2e with buffer subtracted)",,Yunnan Xishuangbanna Improved Forest Management Project,"Xishuangbanna Forestry Bureau of Yunnan province, P.R. China","China Environmental United Certification Center Co., Ltd. (CEC)",2016-12-26,,,China,"14. Agriculture, Forestry, Land Use",116987,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/26133,0,,,,,,,
VCS1682,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-AMS0007,Markit,Mixed,2321.00,1,40,284262.00,"1.428377, -77.439646",1,,Agriculture,1,,,,,,,1.428377, -77.439646,"The project aims to plant 730,000 trees by 2707 farmers under any of four models - silvopastural, intercropping, pure stands or borders. This aims to improve use of the land from non-optimal agricultural land or degraded pastures used for ranching. Eventual aim is to plant 5 million trees on more than  10,000 ha over 10 years.",Mixed restoration on degraded land,Regenerating Colombian Coffee Ecosystems,PUR Development Pte. Ltd.,Ecocert S.A.,,,,Colombia,"14. Agriculture, Forestry, Land Use",7107,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/32361,0,,,,,,,
VCS1684,Forest,NovoForest_Reforestation,Forest,Reforestation,AR-ACM0003,APX,Rubber,969.20,1,30,1107495.00,"18.143889, 104.339847",0,1989,Fallow,1,8,$8.00 per ha per year for land/lease up front for first 5 years and then reduced rental costs,5.3,"$5.30 per ha per year to Laotian govt for leasing the land.
Labor cost is predicted as 30% of revenue 
CER price is estimated as $3.50",,,18.143889, 104.339847,"The project aims at developing a forestry project in Lao PDR by establishing 969.20 hectares of rubber plantations to sequester approximately 1,107,495 tCO2-e during its 30 year project period.",Reforest degraded land,"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR",Lao Thai Hua Rubber Co. Ltd,RINA Services S.p.A,2017-04-02,,2017-04-02,Laos,"14. Agriculture, Forestry, Land Use",36916,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/27243,0,,,,,,,
VCS1686,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Hardwoods,186369.00,1,30,14507808.00,"-8.955061, -70.824786",0,NA,NONE,1,,,,,,,-8.955061, -70.824786,"The primary objective of the Agrocortex REDD Project is to avoid the unplanned deforestation 
(AUD) of the 186,369.66 ha project area, consisting of 100% Amazon rainforest",Avoided deforestation,Agrocortex REDD Project,Agrocortex Madeiras do Acre Agroflorestal Ltda.,RINA Services S.p.A,2017-12-14,RINA Services S.p.A,2017-12-12,Brazil,"14. Agriculture, Forestry, Land Use",483594,,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/29940,0,,,,,,,
VCS1689,Forest,AvoiForest_REDD,Forest,REDD,VM0009,Markit,Hardwoods,67791.00,1,30,11353005.00,"12.981694, 105.418943",1,NA,NONE,1,,,,,,,12.981694, 105.418943,"The Project is to prevent deforestation of forest and covers approximately 66,645 hectares of land",Avoided deforestation,Tumring REDD+ Project,"The Royal Government of Cambodia, Forestry Administration",SCS Global Services,2018-06-28,,,Cambodia,"14. Agriculture, Forestry, Land Use",378434,Validation approved,1,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/32190,0,,,,,,,
VCS1695,Forest,AvoiForest_REDD,Forest,REDD,VM0015,APX,Hardwoods,937.19,1,30,49857.00,"5.007606, -73.274331",1,NA,NONE,1,,,,,,,5.007606, -73.274331,"The project has a potential reduction of 49,857 tCO2e of GHG emissions in 30 years, with an average annual reduction of 1,662 tCO2e (for this first instance), through the implementation of activities to reduce deforestation and degradation in more than 937.19 ha of natural forests.",Avoided deforestation,Scheme of Compensation for Ecosystem Services for Forest Management and Conservation of Water Sources in the Jurisdiction of CORPOCHIVOR,Local Environmental Authority of Chivor (CORPOCHIVOR),Colombian Institute for Technical Standards and Certification (ICONTEC),2018-03-12,,,Colombia,"14. Agriculture, Forestry, Land Use",1662,Under validation,0,https://www.vcsprojectdatabase.org/services/publicViewServices/downloadDocumentById/29303,0,,,,,,,
